Script,Đối tượng ,Vui,Buồn,Tức,Ngạc nhiên,Chán,Emotion
"Thật là tức quá đi mà! 
Hôm nay tôi thật sự không thể bình tĩnh nổi. Sau một thời gian dài để dành tiền cho bộ mỹ phẩm yêu thích, tôi quyết định mua bộ mỹ phẩm ấy trên một shop online mà tôi nghĩ là chất lượng và giá cả hợp lý. Nhưng trời ơi không ngờ, tôi lại bị lừa mất cả 5 triệu đồng (tận một tháng lương của tôi đấy!) – số tiền không hề nhỏ đối với tôi. Nó như một cú tát vào mặt tôi vậy, đi toi số tiền tôi dành dụm mấy tháng qua. 
Làm sao mà có người lại có thể nhẫn tâm lừa đảo một cách trắng trợn như vậy? Tôi chắc chắn rằng đã kiểm tra kỹ lưỡng trang web, xem xét các đánh giá và thậm chí liên hệ với người bán để chắc chắn. Nhưng cuối cùng, tôi nhận được một gói hàng rỗng, chẳng có gì bên trong cả. Lúc đấy tôi tức điên, tức đến thấu xương. Trong lòng tôi tràn ngập cảm giác tức giận và thất vọng. Tôi đã mất cả công sức để tiết kiệm số tiền đó, vậy mà giờ đây lại bị một tên lừa đảo không có lương tâm như vậy cướp mất.
Tên lừa đảo đó thật sự không có chút lương tâm nào cả! Tên ác ôn, tôi thề rằng hắn sẽ phải trả giá. Tôi không thể tin nổi mình lại dễ dàng bị mắc bẫy như vậy. Tôi đã liên hệ với dịch vụ khách hàng và báo cáo vụ việc, nhưng chẳng biết có thể lấy lại được số tiền không. Giờ đây, tôi chỉ cảm thấy tức giận và tiếc tiền vô cùng. Số tiền đó không phải là nhỏ, và tôi đã phải làm việc chăm chỉ mới có được. Cảm giác bị lừa đảo thật sự quá đau đớn.


",bị lừa đảo,0,0,1,0,0,Angry
"Điên chết đi được
Thực sự thì tôi cảm thấy thật sự không thể chịu nổi cuộc sống này nữa. Từ sáng đến giờ, tôi đã bị lũ bạn trong lớp cười chê vì ngoại hình của mình. Chúng nó cứ cười giỡn, gọi tôi là “heo lợn” và bảo tôi béo phì. Những câu nói đó không chỉ làm tôi tức giận mà còn khiến tôi cảm thấy rất tổn thương, tôi có muốn như thế đâu chứ. Tôi không hiểu sao bọn chúng lại có thể vô tâm và độc ác đến vậy.
Tôi đã cố gắng không để ý đến những lời châm chọc, nhưng mỗi lần nghe thấy những câu như vậy, tôi lại cảm thấy như mình bị tát vào mặt. Mình đã nỗ lực để giảm cân và cải thiện sức khỏe, nhưng giờ đây, mọi cố gắng đó dường như đều trở thành trò cười cho bọn chúng. Cảm giác bị trêu chọc và bị chê bai như vậy thật sự rất đau đớn. 
Tôi đã không biết phải phản ứng thế nào. Lúc đầu tôi chỉ muốn bỏ đi và không nghe thấy gì nữa, nhưng rồi tôi nhận ra điều đó không phải cách giải quyết. Tôi cảm thấy tức giận vì bị đối xử như thế, và cảm giác bị tổn thương này thực sự rất khó chịu. Thực sự không biết phải làm gì để bọn chúng hiểu rằng những lời nói của chúng đã làm tổn thương tôi như thế nào. Tôi chỉ muốn hét lên cho đỡ cơn giận ngay lúc này 


",bị bdsm,0,0,1,0,0,Angry
"Hôm nay thật sự là một ngày u ám, tồi tệ đối với mình. Sau khi nhận được điểm thi, mình chỉ muốn chui vào một cái lỗ và không bao giờ ra ngoài nữa. Điểm của mình thấp đến mức mình không thể tin nổi. Mình đã cố gắng học rất nhiều, gốc toàn tâm toàn lực vào việc học. Nhưng kết quả lại hoàn toàn trái ngược với những gì mình kỳ vọng. Cảm giác như mọi công sức và thời gian mình bỏ ra đều trở thành vô nghĩa.
Mình đã tự nhủ rằng mình sẽ làm tốt hơn, nhưng nhìn vào điểm số thảm hại, mình không thể không cảm thấy thất vọng và tức giận với chính mình. Mình cảm thấy như mình đã thất bại không chỉ với bản thân mà còn với gia đình. Mẹ và bố đã rất kỳ vọng vào mình và làm việc vất vả để có thể chu cấp cho mình học hành. Bây giờ, mình lại để họ phải thất vọng vì điểm số kém cỏi này. Mình không biết làm sao để đối diện với ánh mắt của họ nữa.
Thêm vào đó, khi mình gặp bạn bè, mình lại cảm thấy xấu hổ. Họ đều có điểm số tốt và mình thì không thể làm gì khác ngoài việc im lặng, không dám mở miệng nói về kết quả của mình. Họ nhìn mình với vẻ thương hại, và cảm giác đó làm mình càng thêm tức giận với bản thân. Mình cứ tự hỏi sao mình lại không thể làm tốt hơn. Mình đã học, đã cố gắng, nhưng vẫn không đủ. Có phải mình chưa đủ chăm chỉ, hay mình thiếu khả năng? Những câu hỏi đó cứ xoay vòng trong đầu, không có câu trả lời.
Mình cảm thấy như mình đã thất bại hoàn toàn và không biết phải làm gì để vực dậy. Mình đang tự dằn vặt mình vì điểm số thấp, cảm thấy xấu hổ với bạn bè và có lỗi với gia đình. Hiện tại, mình chỉ muốn tìm cách để sửa sai và chứng minh rằng mình có thể làm tốt hơn. Nhưng giờ đây, cảm giác thất vọng và tức giận vẫn còn đeo bám mình.


",tức giận với chính mình,0,0,1,0,0,Angry
"Lại là một ngày vô cùng bực bội và mệt mỏi. Hàng xóm nhà tôi lại chứng nào tật nấy, lại tổ chức karaoke om sòm cả ngày lẫn đêm. Thật sự là tôi không biết phải làm gì để chịu đựng được cái cảnh nữa. Cả tuần qua, họ cứ liên tục bật nhạc to inh ỏi, hát karaoke ầm ĩ suốt từ sáng đến đêm khuya. Tôi đã nhiều lần qua nhà nhắc nhở họ, yêu cầu họ giảm âm lượng để mọi người trong khu phố có thể yên tĩnh nghỉ ngơi. Nhưng họ dường như không hề nghe, không để tâm tới. 
Tôi đã cố gắng kiên nhẫn, nhưng tiếng nhạc và những âm thanh ồn ào làm tôi không thể tập trung vào việc gì. Buổi trưa, khi tôi định tranh thủ nghỉ ngơi một chút, thì lại bị tiếng hát karaoke làm cho giấc ngủ bị gián đoạn. Đến đêm, khi tôi đã mệt lả và chỉ muốn đi ngủ sớm, thì lại bị tiếng nhạc vang vọng làm tôi không thể chợp mắt được. Đã nhiều lần tôi phải thức dậy giữa đêm để qua nhắc nhở, nhưng chẳng có gì thay đổi.
Tôi không hiểu sao họ lại không có ý thức một chút, con người có thể vô ý thức, vô liêm sỉ như vậy à. Cảm giác như tôi đang sống trong một cuộc sống không có riêng tư, và sự thiếu tôn trọng của họ làm tôi cảm thấy thật sự tức giận. Tôi đã đến mức không còn biết phải làm gì thêm nữa. Có lẽ tôi sẽ phải gọi chính quyền địa phương nhờ can thiệp, nhưng tôi chỉ mong rằng họ có thể hiểu và tự điều chỉnh lại để cho khu phố được yên tĩnh một chút. Cảm giác bị làm phiền liên tục như thế này thật sự quá căng thẳng và khó chịu.


",bị hàng xóm làm phiền,0,0,1,0,0,Angry
"Trời ơi, mình đã bảo là đừng đụng vào đồ của mình rồi mà! Thế mà nó lại lấy mất cái kẹp tóc yêu thích của mình hồi nào không hay. Thật tức điên lên được! Sao mà người ta vô ý tứ đến mức thế chứ?",bị lấy đồ,0,0,1,0,0,Angry
"Hôm nay là một ngày quá sức kinh khủng! Mình đã dậy sớm, chuẩn bị mọi thứ cẩn thận để đến trường, nghĩ rằng cuối cùng thì mình cũng có thể có một ngày hoàn hảo. Nhưng không! Mọi thứ đã bắt đầu tệ hại ngay từ lúc bước ra khỏi nhà. Đầu tiên là con mèo nhà hàng xóm cứ nhảy ra chắn đường làm mình suýt ngã. Đến trường, mình phát hiện ra rằng cái áo mới mua bị dính bẩn ngay ở chỗ dễ thấy nhất, và tất cả chỉ vì con mèo đó! Nhưng điều tệ nhất là khi mình vào lớp học, bà cô giáo đáng ghét lại không thèm để ý gì đến việc mình đã cố gắng nộp bài tập đúng hạn, trong khi mấy đứa kia thì cứ nhởn nhơ mà không bị la mắng gì. Chưa hết, trong giờ thể dục, mình bị trượt chân ngã trước mặt cả lớp, và mấy đứa bạn thì chỉ biết cười cợt thay vì đỡ mình dậy. Thật là một ngày đen đủi từ đầu đến cuối. Tức ghê gớm, mà cũng chẳng biết đổ lỗi cho ai! Sao mọi người lại có thể thờ ơ với mình đến thế? Mình ghét cái cảm giác này, cứ như mình là người vô hình vậy. Mình đã cố gắng rất nhiều để không bận tâm, nhưng thực sự thì không thể bỏ qua được. Mình chỉ muốn hét lên thật lớn để giải tỏa sự tức giận trong lòng. Nhưng cuối cùng thì vẫn phải im lặng chịu đựng, chả ai hiểu được cảm giác của mình lúc này cả!",bị phá đám và bị bơ,0,0,1,0,0,Angry
"Tôi thật sự cảm thấy mệt mỏi và tức giận với những gì đã xảy ra hôm nay. Công việc không bao giờ là dễ dàng, nhưng cách mà mọi người xử lý mọi thứ thật sự làm tôi mất kiên nhẫn. Tôi đã cống hiến bao nhiêu năm cho công ty này, làm việc không kể ngày đêm để đạt được những mục tiêu chung. Vậy mà khi có chuyện xảy ra, họ lại đổ hết trách nhiệm lên đầu tôi, như thể tôi là người duy nhất phải gánh vác mọi lỗi lầm. Điều làm tôi tức giận nhất là sự thiếu tôn trọng từ những người mà tôi từng coi là đồng nghiệp, là bạn bè. Họ đã thay đổi hoàn toàn, trở thành những kẻ chỉ biết lo cho lợi ích cá nhân, sẵn sàng đạp đổ bất kỳ ai để tiến thân. Tôi đã cố gắng hết sức để giữ bình tĩnh, để không nổi nóng, nhưng lần này thật sự là quá giới hạn. Không ai muốn lắng nghe lý lẽ của tôi, không ai chịu hiểu rằng tôi cũng chỉ là con người, cũng có những sai lầm và cũng cần sự thông cảm. Họ đã đưa tôi đến quyết định mà tôi không bao giờ nghĩ mình sẽ phải đưa ra: từ bỏ tất cả. Có lẽ đã đến lúc tôi phải dừng lại, không thể tiếp tục làm việc với những con người vô ơn và ích kỷ như thế này. Tôi ghét phải đưa ra quyết định này, nhưng sự tức giận trong lòng khiến tôi không thể suy nghĩ khác đi. Tôi cần một lối thoát, cần một nơi nào đó để tìm lại chính mình, để không phải đối mặt với những con người khiến tôi cảm thấy thất vọng và đau đớn.",bị đổ trách nhiệm,0,0,1,0,0,Angry
"Chưa bao giờ mình cảm thấy tức giận như hôm nay! Họ nghĩ mình là ai mà có thể đối xử với mình như thế? Mình không phải là người dễ dàng bỏ qua, và hôm nay thực sự là giọt nước tràn ly. Sáng nay, khi đến sân bóng, mình đã chuẩn bị tâm lý sẵn sàng để có một trận đấu ra trò, nhưng cái thằng đó lại dám chơi xấu, húc mình ngã xuống đất mà không hề cảm thấy hối hận. Đã thế, nó còn cười nhạo, như thể mình là thằng ngốc nhất trên đời. Mình đứng dậy, cố gắng giữ bình tĩnh, nhưng cái ánh mắt khinh thường đó làm mình muốn đấm cho nó một trận ngay lập tức. Tuy nhiên, mình đã kiềm chế, vì biết rằng đánh nhau chỉ khiến mọi chuyện tồi tệ hơn. Nhưng bực mình ghê lắm! Đến khi về nhà, mình lại phải đối mặt với những lời trách móc vô lý của bố mẹ. Họ không hiểu được rằng mình đã cố gắng hết sức, mà cứ nghĩ mình là thằng nhóc vô dụng. Mình biết mình còn nhiều điều phải học hỏi, nhưng làm ơn, đừng coi thường mình! Tức giận quá mà chẳng biết làm sao để giải tỏa. Mình chỉ muốn chạy ra ngoài, hét thật lớn để xả hết nỗi bực tức này, nhưng biết rằng chẳng ích gì. Họ không hiểu mình, và điều đó làm mình điên tiết. Có lẽ mình cần phải chứng minh rằng họ đã sai, rằng mình không phải là kẻ thất bại như họ nghĩ. Mình sẽ làm được, chỉ cần đừng ai cản đường mình nữa!",bị chơi xấu,0,0,1,0,0,Angry
"Hôm nay thực sự là một ngày đầy thử thách đối với tôi. Trong suốt bao nhiêu năm làm việc, chưa bao giờ tôi cảm thấy tức giận và thất vọng như lúc này. Tôi luôn tin tưởng vào giá trị của sự trung thực và cống hiến, nhưng dường như những điều đó không còn ý nghĩa gì trong môi trường làm việc hiện tại. Từ sáng sớm, tôi đã chuẩn bị một bài thuyết trình kỹ lưỡng, với hy vọng rằng nó sẽ giúp dự án tiến xa hơn. Nhưng khi đến cuộc họp, họ đã phớt lờ mọi nỗ lực của tôi, thậm chí còn chê bai rằng tôi không hiểu biết gì về lĩnh vực này. Điều đó làm tôi cảm thấy bị xúc phạm sâu sắc. Tôi đã dành biết bao thời gian và tâm huyết để nghiên cứu, để đưa ra những ý tưởng sáng tạo, vậy mà cuối cùng lại nhận được sự coi thường. Tức giận lắm, nhưng tôi vẫn cố gắng giữ bình tĩnh, vì biết rằng mất kiểm soát sẽ chỉ làm tình hình tồi tệ hơn. Nhưng thật khó để chấp nhận khi mà những kẻ thiếu hiểu biết lại được tôn trọng, còn những người có kinh nghiệm như tôi thì lại bị coi nhẹ. Sau cuộc họp, tôi ngồi lại, cố gắng tìm cách vượt qua cảm giác này. Nhưng trong lòng vẫn sôi sục, không thể nào nguôi ngoai được. Có lẽ đã đến lúc tôi cần suy nghĩ lại về con đường mình đang đi, về những giá trị mà tôi đã từng trân trọng. Tôi cần tìm lại sự cân bằng, tìm lại niềm tin vào bản thân, trước khi cơn tức giận này nuốt chửng tôi.",bị chê bai,0,0,1,0,0,Angry
"Hôm nay mình thật sự không thể chịu nổi nữa! Cô bạn thân nhất lại lỡ hẹn với mình mà không thèm báo trước. Mình đã chuẩn bị kỹ càng, háo hức cả tuần để có thể đi chơi cùng nó, vậy mà cuối cùng lại phải ngồi một mình đợi trong quán cà phê suốt hơn một giờ đồng hồ. Chẳng ai hiểu được cảm giác thất vọng và tức giận khi bị đối xử như thế. Mình đã nhắn tin hỏi, nhưng cô ấy chỉ trả lời qua loa như thể chẳng có chuyện gì xảy ra. Tại sao bạn bè lại có thể vô tâm đến vậy? Đáng lẽ ra cô ấy phải biết mình đã chờ đợi thế nào, vậy mà cuối cùng lại làm mình cảm thấy mình chẳng quan trọng chút nào. Đúng là tức muốn phát điên lên mà!",bị bạn thân bắt đợi vì trễ hẹn,0,0,1,0,0,Angry
"Không thể tin nổi! Mình đã dặn thằng em cả chục lần là đừng có đụng vào bộ sưu tập mô hình của mình, thế mà nó vẫn nghịch phá đến hỏng cả chiếc xe yêu thích nhất của mình. Mình đã mất rất nhiều công sức để lắp ráp và bảo quản nó, vậy mà chỉ trong chớp mắt, mọi thứ tan biến vì sự nghịch ngợm không biết suy nghĩ của nó. Mình tức đến mức muốn hét lên cho hả giận, nhưng rồi nghĩ lại thì cũng chẳng giải quyết được gì. Mình không biết phải làm sao để dạy cho nó hiểu rằng, có những thứ không phải chỉ là đồ chơi, mà còn là tâm huyết, là niềm đam mê của mình. Thật sự quá bực mình mà chẳng biết làm gì ngoài việc ngồi nhìn đống đổ nát trước mắt!",bị em phá bộ sưu tập,0,0,1,0,0,Angry
"Tôi cảm thấy vô cùng bất mãn sau những gì đã xảy ra hôm nay. Tôi đã dành cả tuần để làm việc cật lực, hoàn thành dự án đúng hạn với chất lượng tốt nhất. Vậy mà sếp lại phớt lờ hoàn toàn những nỗ lực của tôi, không một lời công nhận, không một lời cảm ơn. Điều này thật sự khiến tôi cảm thấy mình bị coi thường, như thể tất cả công sức của tôi đều là vô nghĩa. Tôi không phải là người dễ dàng nổi giận, nhưng sự thiếu tôn trọng này khiến tôi không thể giữ bình tĩnh. Tôi đã luôn cố gắng làm tốt công việc của mình, luôn trung thành và tận tụy với công ty, vậy mà cuối cùng lại nhận được sự đối xử như thế này. Cảm giác bị coi nhẹ thật sự khiến tôi rất tức giận và thất vọng, nhưng tôi biết mình phải kiềm chế, vì có lẽ đây chỉ là một trong những thử thách mà tôi phải vượt qua.",bị sếp phớt lờ công sức,0,0,1,0,0,Angry
"Hôm nay thực sự là một ngày không thể chịu đựng nổi. Tôi đã đưa ra giải pháp tốt nhất trong cuộc họp, với đầy đủ lý lẽ và dẫn chứng, nhưng đồng nghiệp lại bỏ qua ý kiến của tôi mà không hề cân nhắc. Họ không những không lắng nghe mà còn thể hiện thái độ thiếu tôn trọng, coi như tôi không tồn tại trong phòng họp. Sự thiếu hợp tác này không chỉ làm tôi tức giận mà còn làm tôi cảm thấy thất vọng về cách làm việc của họ. Tôi luôn cố gắng giữ bình tĩnh và làm việc một cách chuyên nghiệp, nhưng lần này thật sự là giọt nước tràn ly. Tôi không thể chấp nhận cách hành xử đó và sẽ phải đưa ra những hành động cần thiết để đảm bảo rằng tiếng nói của tôi được tôn trọng trong tương lai. Nếu không, tôi không thấy lý do gì để tiếp tục cống hiến trong môi trường này.",bị đồng nghiệp lờ đi ,0,0,1,0,0,Angry
"Hôm nay đúng là một ngày bực mình không thể tả! Mình đã mất cả buổi sáng để lựa chọn bộ đồ ưng ý nhất, tự tin rằng nó sẽ khiến mình nổi bật. Vậy mà cô ta lại dám chê bai ngay trước mặt mình, nói rằng mình không có gu thời trang. Cô ta nghĩ mình là ai chứ? Chỉ là ghen tị thôi! Mình không cần những lời bình phẩm rẻ tiền đó, nhưng thật sự tức điên lên với thái độ kiêu căng và kém hiểu biết của cô ta. Đúng là mình không thể chịu nổi khi ai đó dám đụng chạm đến gu thẩm mỹ của mình. Mình tự tin vào phong cách của mình và chẳng việc gì phải bận tâm đến lời nói của người khác. Nhưng thật sự hôm nay thì cô ta đã vượt quá giới hạn rồi!",bị người khác chê bai,0,0,1,0,0,Angry
"Hôm nay mình vừa tức vừa buồn cười! Thằng bạn thân không biết nghĩ gì mà cứ chọc ghẹo mình suốt cả buổi học, làm mình mất tập trung đến nỗi cô giáo phải nhắc nhở. Mình đã bảo là dừng lại rồi, nhưng nó cứ tiếp tục khiến mình muốn bùng nổ. Cuối cùng thì nó lại giả bộ hối lỗi, nhưng mình biết thừa là nó chỉ đang trêu mình thôi. Tuy tức thật, nhưng nghĩ lại cũng thấy buồn cười vì những trò nghịch ngợm của nó. Dù sao thì mình cũng chẳng để bụng, nhưng lần tới chắc chắn phải tìm cách trả đũa mới được. Không thể để nó cứ lấn lướt như thế mãi được!",bị chọc,0,0,1,0,0,Angry
"Ngày hôm nay thực sự đã khiến tôi mất bình tĩnh. Tôi đã bỏ ra rất nhiều thời gian và công sức để chuẩn bị cho cuộc họp quan trọng này, với hy vọng rằng sẽ đóng góp được nhiều ý kiến giá trị. Vậy mà cuối cùng họ lại làm ngơ, thậm chí không thèm xem xét những gì tôi đã đề xuất. Sự thiếu công bằng này thật sự khiến tôi cảm thấy bị xúc phạm và vô cùng tức giận. Tôi không hiểu tại sao những nỗ lực của mình lại không được ghi nhận, và điều đó khiến tôi phải suy nghĩ lại về vị trí của mình trong công ty này. Tôi không thể tiếp tục làm việc trong một môi trường mà sự cống hiến của mình không được trân trọng.",bị làm ngơ ý kiến,0,0,1,0,0,Angry
"Tôi chưa bao giờ nghĩ rằng mình lại phải đối mặt với sự thiếu tôn trọng như thế này. Thằng nhóc đó, vừa non trẻ vừa thiếu kinh nghiệm, lại dám lên mặt với tôi, người đã trải qua biết bao thăng trầm trong cuộc đời. Sự ngạo mạn và thiếu lễ độ của nó khiến tôi không thể chịu nổi. Tôi đã định dạy cho nó một bài học, nhưng rồi nhận ra rằng không đáng phải hạ mình để tranh cãi với một kẻ thiếu hiểu biết như thế. Dù sao đi nữa, tôi không thể không tức giận khi nghĩ đến việc thế hệ trẻ ngày nay đã đánh mất sự tôn trọng đối với những người đi trước. Thật đáng buồn và cũng thật đáng giận!",bị coi thường,0,0,1,0,0,Angry
"Mình không thể tin nổi là mọi chuyện lại kết thúc như thế này. Mình đã bỏ ra biết bao công sức để hoàn thành dự án, hy vọng rằng mình sẽ được công nhận và đánh giá cao. Vậy mà cuối cùng, mình lại bị loại khỏi đội mà không một lời giải thích. Cảm giác bị phản bội thật sự khiến mình tức giận đến mức không thể kiềm chế. Mình đã cố gắng làm việc chăm chỉ, đã đặt hết tâm huyết vào đó, nhưng tất cả đều trở nên vô nghĩa. Mình không biết phải làm gì tiếp theo, nhưng chắc chắn mình sẽ không để chuyện này trôi qua dễ dàng. Mình sẽ đứng lên và chứng minh cho họ thấy rằng họ đã sai lầm khi loại mình ra!",bị loại khỏi đội,0,0,1,0,0,Angry
"Chuyện hôm nay thật sự làm mình không thể bỏ qua. Mình đã đưa ra ý kiến đúng đắn và chứng minh được là mình đúng, nhưng họ vẫn cố tình phớt lờ và làm theo cách của họ. Cảm giác bị coi thường và không được lắng nghe thật sự khiến mình tức giận. Mình không phải là người thích tranh cãi, nhưng lần này họ đã khiến mình phải lên tiếng. Mình quyết định sẽ không để ai xem thường ý kiến của mình nữa. Nếu họ không tôn trọng mình, thì mình sẽ phải tự đấu tranh để bảo vệ quan điểm của mình. Mình sẽ không để chuyện này trôi qua mà không có lời giải quyết!",bị phớt lờ,0,0,1,0,0,Angry
"Ngày hôm nay thực sự là một thử thách lớn đối với tôi. Sau khi làm việc chăm chỉ và hoàn thành tất cả các nhiệm vụ đúng hạn, tôi nhận được thông báo rằng một trong những đồng nghiệp của tôi đã đổ lỗi cho tôi vì lỗi của mình. Cảm giác bị phản bội và không được công nhận thật sự khiến tôi tức giận. Tôi không thể chịu nổi việc những nỗ lực của mình bị phớt lờ và bị gán ghép cho lỗi của người khác. Tôi đã quyết định sẽ không im lặng nữa. Tôi sẽ gặp trực tiếp cấp trên và trình bày rõ ràng về việc này. Tôi không thể tiếp tục làm việc trong một môi trường mà sự công bằng không được tôn trọng. Tôi cần phải bảo vệ quyền lợi của mình và chứng minh rằng mình không phải là người dễ bị bắt nạt. Tôi sẽ làm mọi cách để lấy lại sự công bằng cho bản thân.",bị đổ lỗi,0,0,1,0,0,Angry
"Thật là không thể tin nổi khi cô bạn cùng lớp dám nói những lời xúc phạm mình ngay trước mặt cả lớp. Mình đã cố gắng giúp đỡ cô ấy trong nhiều việc, nhưng cô ấy lại lợi dụng sự tử tế của mình và coi thường mình. Hôm nay, khi cô ấy gặp khó khăn trong một bài tập, mình đã sẵn sàng giúp đỡ, nhưng thay vì cảm ơn, cô ấy lại nói những lời cay nghiệt, cho rằng mình không đủ giỏi để giúp cô ấy. Tôi không thể chịu đựng sự thiếu tôn trọng này. Tôi đã dành cả buổi tối để chuẩn bị cho bài thuyết trình và không hề muốn bị làm phiền bởi những lời nói xấc xược. Tôi sẽ phải tìm cách đối mặt với cô ấy và làm rõ rằng sự xúc phạm của cô ấy không thể chấp nhận được. Tôi không cần phải làm bạn với những người không biết quý trọng lòng tốt của người khác",bị xúc phạm trước lớp,0,0,1,0,0,Angry
"Thật không thể chịu nổi khi phải đối mặt với sự thiếu trách nhiệm của các thành viên trong nhóm. Tôi đã dành nhiều thời gian để lên kế hoạch và chuẩn bị cho cuộc họp hôm nay, nhưng khi đến lúc thực hiện, nhiều người trong nhóm không chuẩn bị gì và làm việc qua loa. Sự thiếu trách nhiệm này không chỉ làm mất thời gian của mọi người mà còn ảnh hưởng đến kết quả cuối cùng. Tôi đã phải nhắc nhở và làm việc gấp gáp để sửa chữa mọi thứ trước khi cuộc họp diễn ra. Cảm giác tức giận và thất vọng vì không thể dựa vào các đồng nghiệp của mình thật sự khiến tôi căng thẳng. Tôi cần phải đưa ra một cuộc họp nhóm để thảo luận và yêu cầu mọi người phải nghiêm túc hơn trong công việc. Sự thiếu cam kết này cần phải được giải quyết ngay lập tức để chúng tôi có thể tiếp tục làm việc hiệu quả.",bị thành viên ảnh hưởng,0,0,1,0,0,Angry
"Hôm nay, tôi không thể tin được sự vô lý của đồng nghiệp mình. Cô ta đã ngang nhiên lấy hết công lao trong dự án mà tôi đã làm việc cật lực suốt mấy tuần qua và tự nhận là thành quả của mình trước mặt sếp! Tại sao lại có những người có thể vô liêm sỉ đến vậy? Tôi thực sự muốn đứng lên phản đối, nhưng cảm giác như đang bị mắc kẹt trong lưới của sự bất công. Tôi không thể để chuyện này tiếp diễn mãi được. Ngày mai, tôi nhất định sẽ làm rõ mọi chuyện!

",,0,0,1,0,0,Angry
"Thật không thể tin nổi! Tôi đã bảo con trai làm bài tập về nhà suốt cả tuần nay, và hôm nay khi kiểm tra lại, nó thậm chí còn chưa động vào một chữ nào! Tôi cảm thấy thực sự tức giận. Nó nghĩ mình đang đùa giỡn với ai chứ? Tôi đã cố gắng kiên nhẫn và nhẹ nhàng, nhưng nó cần hiểu rằng trách nhiệm không phải là thứ có thể coi thường. Tôi không thể cứ mãi dung túng cho sự lười biếng của nó nữa. Phải có hình phạt thích đáng!

",,0,0,1,0,0,Angry
"Hôm nay có một khách hàng thực sự khó chịu bước vào cửa hàng của tôi. Anh ta đã nói những lời xúc phạm đến nhân viên của tôi mà không có lý do gì. Tôi thật sự tức giận! Tôi không thể chấp nhận hành vi như vậy đối với đội ngũ của mình. Làm thế nào mà một số người có thể nghĩ rằng họ có quyền lăng mạ người khác chỉ vì họ trả tiền? Tôi đã phải can thiệp và yêu cầu anh ta rời khỏi cửa hàng. Thật không thể chịu nổi!

",,0,0,1,0,0,Angry
"Tôi đã chuẩn bị suốt cả tuần cho buổi chụp hình hôm nay, nhưng khách hàng lại hủy vào phút chót mà không một lời xin lỗi hay lý do rõ ràng nào. Tôi cảm thấy thực sự tức giận và bị xúc phạm! Họ không hề biết công sức tôi đã bỏ ra để chuẩn bị tất cả những gì cần thiết. Đó là cả một quá trình sáng tạo và sự cống hiến, nhưng họ chỉ cần một cuộc gọi là có thể phá hủy tất cả. Tôi sẽ không bao giờ làm việc với những người thiếu chuyên nghiệp như vậy nữa!

",,0,0,1,0,0,Angry
"Hôm nay, tôi vừa biết được rằng vị trí thăng chức mà tôi đã hy vọng suốt bao tháng qua lại thuộc về người khác. Một người mới chỉ vào công ty chưa đầy một năm, trong khi tôi đã cống hiến gần 10 năm trời! Thật là vô lý và bất công! Tôi đã làm việc chăm chỉ, hy sinh bao nhiêu thứ cho công việc, và đây là cách họ trả ơn tôi sao? Tôi sẽ không để chuyện này yên đâu. Tôi nhất định phải nói chuyện với sếp và làm rõ mọi chuyện!

",,0,0,1,0,0,Angry
"Tôi không thể tin nổi vợ mình. Cô ấy đã quên mất sinh nhật của tôi! Đây không phải lần đầu tiên cô ấy quên những ngày quan trọng như thế. Tôi đã chuẩn bị một bữa tối đặc biệt cho cả hai, nhưng cuối cùng lại ngồi ăn một mình. Cảm giác bị lãng quên và không được quan tâm thực sự làm tôi tức giận. Tôi biết rằng cuộc sống bận rộn, nhưng tôi cần cô ấy để ý đến tôi hơn. Tôi phải nói rõ điều này với cô ấy.

",,0,0,1,0,0,Angry
"Tôi thực sự tức giận với nhỏ Lan! Tưởng chừng là bạn thân, nhưng hóa ra nó chỉ đến với tôi khi cần giúp đỡ về bài vở, còn lúc tôi cần nó thì chẳng thấy đâu. Tôi đã giúp nó vượt qua kỳ thi, còn nó thì lại quay lưng đi và chẳng thèm đoái hoài gì đến tôi nữa. Tôi cảm thấy mình bị lợi dụng và phản bội. Tôi không thể tiếp tục như thế này mãi được. Tôi phải làm rõ mọi chuyện với nó!

",,0,0,1,0,0,Angry
"Hôm nay, trong trận đấu quan trọng, tôi không thể tin nổi một số đồng đội của mình lại thể hiện thái độ thiếu trách nhiệm như vậy. Họ dường như không có chút nỗ lực nào, trong khi tôi đã cố gắng hết sức để chiến thắng. Tôi thực sự tức giận! Nếu họ không muốn thi đấu nghiêm túc, tại sao lại tham gia đội từ đầu? Tôi sẽ phải nói chuyện thẳng thắn với huấn luyện viên về chuyện này.

",,0,0,1,0,0,Angry
"Tôi vừa biết được rằng bài viết mà tôi đã dành cả tháng trời nghiên cứu và viết đã bị đồng nghiệp lấy cắp và đăng dưới tên của anh ta. Thật không thể tin được! Tôi cảm thấy bị phản bội và xúc phạm. Đây không chỉ là về công việc, mà còn về sự trung thực và đạo đức nghề nghiệp. Tôi không thể để chuyện này qua đi dễ dàng như vậy. Tôi sẽ phải nói chuyện với biên tập viên và yêu cầu công lý.

",,0,0,1,0,0,Angry
